sentence,term,page_number,file_name,word,tag,word_labels
ի դեպ հանգուցյալի տարիքը ցույց տվող տառերից տասնավորի ընթերցումը մասամբ եղծված լինելու պատճառով կասկածելի է,,47.0,Խոջիվանք,ի,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
տապանաքար գերեզմանատան ավերումից հետո ծածկվել է հողով և ըստ այդմ մնացել աննկատ,,47.0,Խոջիվանք,տապանաքար,O,"O,O,O,O,O,O,O,O,O,O,O,O"
հայտնաբերվել է թ երբեմնի գերեզմանատան տեղում կառուցվելիք վրաց առաջնորդանիստ նոր եկեղեցու հիմքերը փորելու ժամանակ իսկ հաշված օրեր անց՝ անհետացվել,,47.0,Խոջիվանք,հայտնաբերվել,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
փռընչի գասիպարի եղբայր միլիտօնին,,47.0,Խոջիվանք,փռընչի,O,"O,O,O,O"
ծանոթ վերծանությունն ըստ ս դարչինյանի լուսանկարի,,47.0,Խոջիվանք,ծանոթ,O,"O,O,O,O,O,O,O,O,O,O,O,O"
թ տարեկանում վախճանվում և բեհբուդյանների տոհմական գերեզմանոցում է ամփոփվում դարչի ավետիքյան բեհբուդյանցը ծնվ թ,,47.0,Խոջիվանք,թ,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O"
թթ գերեզմանոցի ոչնչացման ժամանակ երկլեզվյան արձանագրությամբ շիրմաքարը թեև երկատվում այնուամենայնիվ գոնե այդ վիճակում փոխադրվում է վրաստանի ազգագրության թանգարան և պահպանվում,,47.0,Խոջիվանք,թթ,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
տապանաքարին տող ռուսերենով և տող վրացերենով արձանագրված է,,48.0,Խոջիվանք,տապանաքարին,O,"O,O,O,O,O,O,O,O"
թարգմ աստ հանգչի շիրիմ կոլեգիական խորհրդական թիֆլիսի մելիք իշխան դարչի բեհբուդովը ի ամի ամաց հասակի,,48.0,Խոջիվանք,թարգմ,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
թարգմ աստ՝ տապանի ներքո հանգչում է տփիլիսի մելիք կոլեգիական խորհրդական իշխան մելիք ավետիքի որդու դարչի բեբուդովի մարմինը վախճանված ի փետրվարի ին ծննդից տարեկան թողնելով սուգ,,48.0,Խոջիվանք,թարգմ,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
հրատ կարապետյան ս թիֆլիսի քաղաքագլուխները բեյրութ էջ,,48.0,Խոջիվանք,հրատ,O,"O,O,O,O,O,O,O"
թ հոկտեմբերի ին վախճանվում և գերեզմանոցում է ամփոփվում ավագ երեց հովհան արարատյանցը ծնվ թ,,48.0,Խոջիվանք,թ,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O"
այր շատաշնորհ և քարտուղար,,48.0,Խոջիվանք,այր,O,"O,O,O,O"
ի կեանս իւր մանկանց կրթիչ,,48.0,Խոջիվանք,ի,O,"O,O,O,O,O"
որբոց այրեաց հայր և տածիչ,,48.0,Խոջիվանք,որբոց,O,"O,O,O,O,O"
մարմնոյ կրից ոսոխ անհաշտ,,48.0,Խոջիվանք,մարմնոյ,O,"O,O,O,O"
տանն աստուծոյ անդուլ մշակ,,48.0,Խոջիվանք,տանն,O,"O,O,O,O"
եթող ի նմա մեծ յիշատակ,,48.0,Խոջիվանք,եթող,O,"O,O,O,O,O"
զամս երեսուն վարեաց զգործ,,48.0,Խոջիվանք,զամս,O,"O,O,O,O"
սրբոյ գահին տեսուչ սա փորձ,,48.0,Խոջիվանք,սրբոյ,O,"O,O,O,O,O"
զանկեղտ անուն փայլեաց ցմահ,,48.0,Խոջիվանք,զանկեղտ,O,"O,O,O,O"
վասն այսորիկ յիշեցէք ով անցաւորք յիշեցէք զտէր յովհանս յիշեցէք յաղօթս ձեր յիշեցէք,,48.0,Խոջիվանք,վասն,O,"O,O,O,O,O,O,O,O,O,O,O,O"
ծնանի ի ռսժա փոխի առաստուած,,48.0,Խոջիվանք,ծնանի,O,"O,O,O,O,O"
ի ռսձգ ի հոկտեմ ամաց,,48.0,Խոջիվանք,ի,O,"O,O,O,O,O"
տապանաքար գտնվում էր բեհբուդյանների տոհմական գերեզմանոցում,,48.0,Խոջիվանք,տապանաքար,O,"O,O,O,O,O,O"
երեսին՝ բեհբուդյանների տոհմական զինանշանի ներքո նախ վրացերեն տող ապա հայերեն տող արձանագրված է ներկայացվում է միայն հայերենը,,48.0,Խոջիվանք,երեսին՝,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
կարեկից անցորդք ընդ մեզ ցաւակցեալ դարձիք յայս տապան տեսէք ի սմա ծածկեալ սեաւ հողով մայր զարմի եւ տան՝ զմարիամ տիկին դուստր յովսեփայ սիլախվարեան ընտիր ամուսին մեծ գնդապետի ի տանէ հայկեան մինիշկեարբաշի իշխան յովսեփայ յազգէ բէհբուդեան ոյր թագի,,48.0,Խոջիվանք,կարեկից,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
գլուխ կայ զաջոյ կողամբ տխուր մահարձան սա քաջուղէշ տունկ սա մայր որդեսէր տիկին բազմաջան զորոյ բարի գործս թուել մի առ մի տկարանայ բան այլ աւաղ զինչ այլ որդիք եւ թոռունք տխուր գերդաստան կարեն տրիտուր նորին երախտեաց վճարել փոխան բայց թէ զայս արձան թացեալ արտասուօք կանգնել իշիրմիեւ յընթերցողաց խնդրել սուրբ սրտիւ ասել ողորմի վախճանեալ ի ն ապրիլի ամի ամաց,,49.0,Խոջիվանք,գլուխ,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
ծանոթ թ տապանաքարը ի գրիշաշվիլու անվ թանգարանի հնագիտական բաժնում է տեսել ս դարչինյանը առաջին անգամ լուսանկարել և ընդօրինակել է արձանագրությունը ապա նյութերը տրամադրել մեզ,,49.0,Խոջիվանք,ծանոթ,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
թ խոջիվանքի սբ աստվածածին եկեղեցու մեջ է ամփոփվում բանաստեղծ իշխան աշխարհբեկ բեհբուդյանցը ծնվ թ,,49.0,Խոջիվանք,թ,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O"
յարոյ ն թռուցիկ յիշողութիւններ մեր թաղի անցեալ կեանքից հովիտ յունուարի էջ,,49.0,Խոջիվանք,յարոյ,O,"O,O,O,O,O,O,O,O,O,O,O"
թ գերեզմանոցում է ամփոփվում նկարիչ մկրտում հովնաթանյան հովնաթանյանցը ծնվ թ,,49.0,Խոջիվանք,թ,O,"O,O,O,O,O,O,O,O,O,O"
հեղինակ է կրոնական թեմաներով կտավների հայ թագավորների և ռազմական գործիչների դիմանկարների,,49.0,Խոջիվանք,հեղինակ,O,"O,O,O,O,O,O,O,O,O,O,O"
հորն օգնելով՝ մասնակցել է էջմիածնի մայր տաճարի որմնանկարազարդման աշխատանքներին,,49.0,Խոջիվանք,հորն,O,"O,O,O,O,O,O,O,O,O"
խաչատրյան հ խոջիվանք հայոց լեզուն և գրականությունը,,49.0,Խոջիվանք,խաչատրյան,O,"O,O,O,O,O,O,O"
տապանաքար արձանագրությունը՝ տող այս է տապան նավախարթի որդի աւէդիսին,,49.0,Խոջիվանք,տապանաքար,O,"O,O,O,O,O,O,O,O,O"
թ գերեզմանոցում է ամփոփվում իշխանուհի աննա սակայանը,,49.0,Խոջիվանք,թ,O,"O,O,O,O,O,O,O"
ասում են ուռենի կայ որ ողբում է անդադար դուստր իմ աննա ես կուզէի այդ ուռենին լինել յար,,49.0,Խոջիվանք,ասում,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
եւ քալի մօրդ միակ փափագ,,49.0,Խոջիվանք,եւ,O,"O,O,O,O,O"
եզեկեան ա գերեզմաններից մշակ յունվարի լջ,,49.0,Խոջիվանք,եզեկեան,O,"O,O,O,O,O,O"
թ մարտի ին վախճանվում և ին խոջիվանքի գերեզմանատան կենտրոնում գտնվող եկեղեցու ներսում է ամփոփվում իշխան բարսեղ հովսեփյան բեհբուդյանցը ծնվ թ,,49.0,Խոջիվանք,թ,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
հանգուցյալի վերջին հրաժեշտին ներկա էին կովկասյան բանակի հրամանատարական ողջ կազմը կովկասի փոխարքան քաղաքացիական և զինվորական բարձրաստիճան պաշտոնյաներ և բազմահազար քաղաքացիներ,,49.0,Խոջիվանք,հանգուցյալի,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
հոգեհանգիստը կատարվում է վրաստանի թեմի առաջնորդ սարգիս արքեպիսկոպոսի գլխավորությամբ հարանց վանքի եկեղեցում որտեղից թափորը շարժվում է խոջիվանքի եկեղեցու բեհբուդյանների տոհմական գերեզմանոց ի կոնսիստօրիայիս լուեալ զզեկուցումն սբ աստուածածին եկեղեցին գերեզմանատան հաւլաբարու՝ խոջիվանք անուանեալ գոլով կառուցեալ ի նախնեաց պայծառափայլ տոհմին բէհբուտեանց ննջեցեալք նոցա թաղեալ են ի միջի նորին և շուրջ զնովաւ արտաքոյ պարսպի որոյ է հասարակաց հանգստարանն ուստի ի ն մարտի նորին պայծառափայլութիւն հանգուցեալ գեներալ օտինֆանտիրի վասիլ օսեփիչ բէհբուտովն ըստ օրինակի նախ,,49.0,Խոջիվանք,հոգեհանգիստը,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
նեաց իւրոց թաղեցաւ ի մէջ յիշատակեալ եկեղեցւոջ առանց գիտութեան հոգևոր իշխանութեան,,50.0,Խոջիվանք,նեաց,O,"O,O,O,O,O,O,O,O,O,O,O"
ի դեպ տակավին թ եկեղեցու հյուսիսային կողմում զետեղված մեծահռչակ զորավարի գերեզմանին որևէ նույնիսկ ամենահամեստ հուշաքար տեղադրված չի եղել որը ինչպես երևում է երբնէ այդպես էլ չի իրականացվել,,50.0,Խոջիվանք,ի,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
թ նոյեմբերի ին վախճանվում և գերեզմանոցում է ամփոփվում անվանի բժիշկ բանասեր,,50.0,Խոջիվանք,թ,O,"O,O,O,O,O,O,O,O,O,O,O"
պետական և հասարակական գործիչ սայաթ նովայի երգերի առաջին հրատարակիչ գևորգ ախվերդյան,,50.0,Խոջիվանք,պետական,O,"O,O,O,O,O,O,O,O,O,O,O"
անմահացնում է նկարիչ գեվորգ բաշինջաղյանի նախագծով կառուցված մահարձանը,,50.0,Խոջիվանք,անմահացնում,O,"O,O,O,O,O,O,O,O"
տապանաքարին արձանագրված է եղել,,50.0,Խոջիվանք,տապանաքարին,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
բժիշկ գէորգ ախվերդեան ախվերդեանց,,50.0,Խոջիվանք,բժիշկ,O,"O,O,O,O"
լևոնյան գ երկեր երևան էջ,,50.0,Խոջիվանք,լևոնյան,O,"O,O,O,O,O"
տե՛ս նաև լեւոնեան գ գէորգ ախվերդեան անահիտ յուլիս օգոստոս էջ,,50.0,Խոջիվանք,տե՛ս,O,"O,O,O,O,O,O,O,O,O,O"
երեմեան ա թիֆլիսի հայկական պանթէոններում վիեննա էջ,,50.0,Խոջիվանք,երեմեան,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
հանգուցյալի մասին մանրամասն տե՛ս ավետիսյան ա գևորգ ախվերդյան երևան,,50.0,Խոջիվանք,հանգուցյալի,O,"O,O,O,O,O,O,O,O,O"
թ մայիսին տարեկանում վախճանվում և գերեզմանոցում է ամփոփվում ստեփանոս նազարյանցի մայրը,,50.0,Խոջիվանք,թ,O,"O,O,O,O,O,O,O,O,O,O,O"
թ վախճանվում և գերեզմանոցում է ամփոփվում հայ բեմի ուրույն դերակատարներից ստեփանոս մատինյանը ծնվ թ,,50.0,Խոջիվանք,թ,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O"
երեմեան ա նշվ աշխ էջ,,50.0,Խոջիվանք,երեմեան,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
թ փետրվարի ին վախճանվում և ին գերեզցմանոցում է ամփուփվում բժշկապետ սարկիանոս ռոտինյանցի կինը՝ եկատերինա միրոնյանը,,50.0,Խոջիվանք,թ,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
թ դեկտեմբերի ին վախճանվում և գերեզմանոցում է ամփոփվում կարապետ տեր աբրահամյանը,,50.0,Խոջիվանք,թ,O,"O,O,O,O,O,O,O,O,O,O,O"
պահպանված տապանաքարին տողով ընթերցվում է,,50.0,Խոջիվանք,պահպանված,O,"O,O,O,O,O"
դեկտեմբերի իէ այս է տապան տոհխմական պատուաւոր ք ա ղ ա ք ա ցի կարապետէ որէր որդի տ է ր աքրահամ ք ա հ ա ն այյի եկեղեցւոյ դըպիր կօչելով հանդիպօղք այսմ շիրմի մի բերան տուք ողորմի ա ստուա ծ զձեզ ողորմեսցի ազգական՝ ռյիա ին,,51.0,Խոջիվանք,դեկտեմբերի,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
թ փետրվարի ին վախճանվում և ին գերեզմանոցում է ամփոփվում տփղիսի կուսանաց վանքի մայրապետ գայանե բեհբուդյանցը,,51.0,Խոջիվանք,թ,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
ամենայն բարեկարգութեամբ կառավարեց հայոց այդ միակ կուսանոցը,,51.0,Խոջիվանք,ամենայն,O,"O,O,O,O,O,O,O"
թ գերեզմանոցում է ամփոփվում պետական իսկական խորհրդական պուշկինի ստեղծագործությունների վրացերենի առաջին թարգմանիչ բանաստեղծ իշխան միքայել բիրթվելյան թումանյանցը նաև՝ թումանով ծնվ թ գորիի շրջան գ խելթուբան,,51.0,Խոջիվանք,թ,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
թումանիշվիլի պետական գործիչ էր հերակլ բ ի ապա նրա որդու՝ գիորգի ժբ ի պալատական քարտուղարն ու խորհրդատուն,,51.0,Խոջիվանք,թումանիշվիլի,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
գերեզմանոցում է ամփոփվում նաև մ թումանյանցի կինը՝ իշխանուհի ելիզավետա էնիկոլոպյանցը,,51.0,Խոջիվանք,գերեզմանոցում,O,"O,O,O,O,O,O,O,O,O,O"
խաչատրյան հ խոջիվանք հայոց լեզուն և գրականությունը դպրոցում էջ,,51.0,Խոջիվանք,խաչատրյան,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
թ դեկտեմբերի ին վախճանվում և գերեզմանոցում է ամփոփվում դարչո տեր աբրահամյանի կողակից էփեմիան,,51.0,Խոջիվանք,թ,O,"O,O,O,O,O,O,O,O,O,O,O,O,O"
պահպանված տապանաքարն ունի տող հայերեն և տող վրացերեն արձանագրություն ներկայացվում է միայն հայերենը,,51.0,Խոջիվանք,պահպանված,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
ի ներքոյ յայսմիկ տապանի հանգչի մարմին տփխիսայ քաղաքացի դարչօ տ է ը աբրահամ ե ա նցի կողակից էփէմիայի վախճանելոյի ն դեկտեմբերի ամի ընթերցողացդ խնդրէ,,51.0,Խոջիվանք,ի,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
թ հունվարի ին վախճանվում և գերեզմանոցում է ամփոփվում կրթական և թատերական գործիչ դերասան գևորգ միրաղյանը,,51.0,Խոջիվանք,թ,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
թատրոն ուդպրոց դու միշտ սիրեցիր կեանքդ նոցա մէջ դու ծրարեցիր թեեւ շիրմի տակ սա,,51.0,Խոջիվանք,թատրոն,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O"
կայն յաւիտեան անմահ է անունդ ազնիւ ուսուցիչ կոմիկ դերասան գէորգ սիրաղեան ծն թ վախձճ,,52.0,Խոջիվանք,կայն,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O"
հրատ երեմեան ա թիֆլիսի հայկական պանթէոններում վիեննա էջ,,52.0,Խոջիվանք,հրատ,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
թ փետրվարի ին վախճանվում և ին գերեզմանոցում է ամփոփվում հարություն տեր մելքիսեթյան մուրադյանցը,,52.0,Խոջիվանք,թ,O,"O,O,O,O,O,O,O,O,O,O,O,O,O"
վադ ֆ գ թ,,52.0,Խոջիվանք,վադ,O,"O,O,O,O"
թ մայիսի ին վախճանվում և գերեզմանոցում է ամփոփվում կարապետ տեր աբրահամյանի կողակից սարգարիտը,,52.0,Խոջիվանք,թ,O,"O,O,O,O,O,O,O,O,O,O,O,O,O"
այս է տապան տփխիխու քաղաք ա ցւոյ կա րապետ տ է ր աբրահամ եան ք ա հ ա ն ա յի կող ա կից մարգալրիտի վախճանելոյ ն մայիսի ամի ընթերցողացդ յայսմ տապանի խնդրեմ ասել ողորմի,,52.0,Խոջիվանք,այս,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
թ օգոստոսի ին գերեզմանոցում է ամփոփվում եղիսաբեթ միքայելյան բեհբուդյանցը,,52.0,Խոջիվանք,թ,O,"O,O,O,O,O,O,O,O,O"
թ փետրվարի ին ինքնասպանությամբ ազատում է իրեն թատերական գործիչ դերասան սիհըրդատ ամերիկյանը ծնվ,,52.0,Խոջիվանք,թ,O,"O,O,O,O,O,O,O,O,O,O,O,O,O"
իր արարքն այս խոսքերով է բնորոշել ինքնասպանությունից առաջ թողած երկտողում տես երեմեան ա նշվ աշխ էջ,,52.0,Խոջիվանք,իր,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
հանգուցյալի մասին տես հարությունյան ս միհրդատ ամերիկյան երևան,,52.0,Խոջիվանք,հանգուցյալի,O,"O,O,O,O,O,O,O,O"
հովհաննիսյան հ հայ թատրոնի պատմություն րդ դար երևան էջ,,52.0,Խոջիվանք,հովհաննիսյան,O,"O,O,O,O,O,O,O,O,O"
թ մարտի ին գերեզմանոցում է ամփոփվում ալեքսանդր մարտիրոսյան ծովյանյանցը,,52.0,Խոջիվանք,թ,O,"O,O,O,O,O,O,O,O,O"
նրա եղբայրները՝ գևորգը և իսահակը ի հիշատակ հանգուցյալի ռուբլի նվիրում են գայանյան ուսումնարանին իսկ ռուբ արարատյան ըն կերությանը՝,,52.0,Խոջիվանք,նրա,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
թ մարտի ին գերեզմանոցում է ամփոփվում հովհաննես ալեքսանդրյան ալեսյան ազիզյանցը՛,,52.0,Խոջիվանք,թ,O,"O,O,O,O,O,O,O,O,O,O"
թ օգոստոսի ին գերեզմանոցում է ամփուփվում իսկական քաղաքական խորհրդատու դավիթ մովսեսյան մելիքյանցը,,52.0,Խոջիվանք,թ,O,"O,O,O,O,O,O,O,O,O,O,O,O"
օգոստ էջ,,52.0,Խոջիվանք,օգոստ,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
թ սեպտեմբերի ին գերեզմանոցում է ամփոփվում իսկական քաղաքական խորհրդատու եգոր եգորյան ղարաջյանը,,52.0,Խոջիվանք,թ,O,"O,O,O,O,O,O,O,O,O,O,O,O"
թ սեպտեմբերի ին գերեզմանոցում է ամփուփիվում պետրոս գրիգորյան պետրոսյանցը,,52.0,Խոջիվանք,թ,O,"O,O,O,O,O,O,O,O,O"
գրիգորյանցը,,52.0,Խոջիվանք,գրիգորյանցը,O,"O,O,O"
թ հոկտեմբերի ին գերեզմանոցում է ամփոփվում սոփիա սվեչնիկյանցը,,52.0,Խոջիվանք,թ,O,"O,O,O,O,O,O,O,O"
մշակ հոկտ էջ,,52.0,Խոջիվանք,մշակ,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
հոկտ էջ,,52.0,Խոջիվանք,հոկտ,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
թ հոկտեմբերի ին վախճանվում և ին գերեզմանոցում է ամփոփվում հովակիմ ավետիսյան տեր ղազարյանցը,,52.0,Խոջիվանք,թ,O,"O,O,O,O,O,O,O,O,O,O,O,O,O"
թ հունվարի ին գերեզմանոցում է ամփոփվում քահանա մուշեղ տեր ղեոնդյանի կինը՛,,52.0,Խոջիվանք,թ,O,"O,O,O,O,O,O,O,O,O,O,O"
յունվ էջ,,52.0,Խոջիվանք,յունվ,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
թ փետրվարի ին գերեզմանոցում է ամիոփվում հեղինե հասան ջալալյանցը,,53.0,Խոջիվանք,թ,O,"O,O,O,O,O,O,O,O,O"
փետր էջ,,53.0,Խոջիվանք,փետր,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
մեղու հայաստանի փետր,,53.0,Խոջիվանք,մեղու,O,"O,O,O"
թ փետրվարի ին գերեզմանոցում է ամփոփվում քալի սալամբեգյանցը,,53.0,Խոջիվանք,թ,O,"O,O,O,O,O,O,O,O"
թ մարտի ին գերեզմանոցում է ամփոփում արամ խոջամիրյանը,,53.0,Խոջիվանք,թ,O,"O,O,O,O,O,O,O,O"
թ օգոստոսի ին գերեզմանոցում է ամիուփվում իշխան պետրոս աբիսողոմոնյան բեհբությանցի կինը՝ իշխանուհի էփեմիա դավթյան բեհ բությանցը,,53.0,Խոջիվանք,թ,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
թ մարտի ին գերեզմանոցում է ամփոփվում գրիգոր հարությունյան ղանդուրալյանցի կինը՝ տիկին սալոմեն հոգեհանգիստը՝ մուղնու սբ գևորգ եկեղեցում,,53.0,Խոջիվանք,թ,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
մեղու հայաստանի մարտի էջ մարտի էջ,,53.0,Խոջիվանք,մեղու,O,"O,O,O,O,O,O"
թ հունիսի ին վախճանվում և գերեզմանոցում է ամփոփվում սազանդար իվան պողոսյան ալեքսանդրյանցը,,53.0,Խոջիվանք,թ,O,"O,O,O,O,O,O,O,O,O,O,O,O"
տապանաքարին հանգուցյալը պատկերված է եղել ամբողջ հասակով՝ ազգային տարազը հագին իսկ կողին արձանագրված էր,,53.0,Խոջիվանք,տապանաքարին,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O"
այս գերեզմանի մէջ թաղուած է սազանդար իվան պաւլիչ աղէքսանդրեանը վախճան յունիսի թ ամաց խնդրէ ասել ողորմի,,53.0,Խոջիվանք,այս,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
թ մեկ տարեկանում վախճանվում և գերեզմանոցում է ամփոփվում գրիգոր դոլուխանյանցը,,53.0,Խոջիվանք,թ,O,"O,O,O,O,O,O,O,O,O,O"
տապանաքարին որը հայտնաբերվում է թ հայոց դրամատիկական թատրոնին կից գտնվող այգում սհեր սկրտչյանի արձանը կանգնեցնելու և այգին վերակառուցելու ժամանակ ռուսերենով արձանագրված է,,53.0,Խոջիվանք,տապանաքարին,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
թ ապրիլի վերջին կամ մայիսի սկզբին գերեզմանոցում են ամփոփվում հայ մշակներ սպանված եօթ մշակները կենում էին դաբախանայի կողմը գտնված մի խարխուլշինութեան մէջ որ պատկանում է շիռեվին,,53.0,Խոջիվանք,թ,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
շինութիւնը այնքան խարխուլ էր որ գիշերը փուլ եկաւ և իր փլատակների,,53.0,Խոջիվանք,շինութիւնը,O,"O,O,O,O,O,O,O,O,O,O,O"
տակ թաղեց քնած մշակներին,,53.0,Խոջիվանք,տակ,O,"O,O,O,O"
ժողովուրդը հանեց աւերակների տակից դիակները,,53.0,Խոջիվանք,ժողովուրդը,O,"O,O,O,O,O"
տարան ս գէորգ եկեղեցին որ մայդանի վրա է գտնվում,,53.0,Խոջիվանք,տարան,O,"O,O,O,O,O,O,O,O,O"
բայց եկեղեցու հայ հոգևորականութիւնը հրաժարվեց թաղել զոհերին որովհետև յոյս չուներ փող ստանալ թաղման կարգը կատարելու համար,,53.0,Խոջիվանք,բայց,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
ննջեցեալներին եկեղեցի էլ չը մտցրին մի սենեակի մէջ էլ մի որևէ ամբարի մեջ էլ չը դրին դիակները այլ թողեցին եկեղեցու բակում բաց օդում,,53.0,Խոջիվանք,ննջեցեալներին,O,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
ամբողջ գիշեր անձրև եկաւ դիակները ջրով լցվեցան և ուռան,,53.0,Խոջիվանք,ամբողջ,O,"O,O,O,O,O,O,O,O,O"
սիւս օրը ամբոխը տարաւ ննջեցեալներին թաղելու խոջիվանքի գերեզմանոցը առանց քահանայի,,53.0,Խոջիվանք,սիւս,O,"O,O,O,O,O,O,O,O,O,O"
ճանապարհին հանդիպեցին երկու քահանաներ որոնց ժողովուրդը համոզեց իր հետ գնալ,,53.0,Խոջիվանք,ճանապարհին,O,"O,O,O,O,O,O,O,O,O,O"
անցքի մասին տեղեկանալով եկաւ հասաւ գերեզմանատուն և ղազարոս քահանան,,53.0,Խոջիվանք,անցքի,O,"O,O,O,O,O,O,O,O,O"
սաղաթելեան մի տխրալի անցք մշակ,,53.0,Խոջիվանք,սաղաթելեան,O,"O,O,O,O,O"
